time,symbol,seqno,price
1473411983,APPL,21.0,1511.0
1473411983,APPL,21.0,1511.0
1473411983,APPL,21.0,1511.0
1473411984,APPL,22.0,1513.0
1473411984,APPL,22.0,1513.0
1473411984,APPL,22.0,1513.0
1473411985,APPL,22.0,1513.0
1473411985,APPL,23.0,1687.0
1473411985,APPL,23.0,1687.0
1473411985,APPL,23.0,1687.0
1473411986,APPL,23.0,1687.0
1473411986,APPL,24.0,1539.0
1473411986,APPL,24.0,1539.0
1473411987,APPL,24.0,1539.0
1473411987,APPL,24.0,1539.0
1473411987,APPL,25.0,1682.0
1473411987,APPL,25.0,1682.0
1473411988,APPL,25.0,1682.0
1473411988,APPL,25.0,1682.0
1473411988,APPL,26.0,1534.0
1473411988,APPL,26.0,1534.0
1473411988,APPL,26.0,1534.0
1473411989,APPL,26.0,1534.0
1473411989,APPL,27.0,1628.0
1473411989,APPL,27.0,1628.0
1473411990,APPL,27.0,1628.0
1473411990,APPL,27.0,1628.0
1473411990,APPL,28.0,1582.0
1473411990,APPL,28.0,1582.0
1473411990,APPL,28.0,1582.0
1473411991,APPL,28.0,1582.0
1473411991,APPL,29.0,1540.0
1473411991,APPL,29.0,1540.0
1473411991,APPL,29.0,1540.0
1473411991,APPL,29.0,1540.0
1473411992,APPL,30.0,1631.0
1473411992,APPL,30.0,1631.0
1473411992,APPL,30.0,1631.0
1473411992,APPL,30.0,1631.0
1473411993,APPL,31.0,1541.0
1473411993,APPL,31.0,1541.0
1473411993,APPL,31.0,1541.0
1473411994,APPL,31.0,1541.0
1473411994,APPL,32.0,1593.0
1473411994,APPL,32.0,1593.0
1473411995,APPL,32.0,1593.0
1473411995,APPL,32.0,1593.0
1473411995,APPL,33.0,1578.0
1473411996,APPL,33.0,1578.0
1473411996,APPL,33.0,1578.0
1473411996,APPL,33.0,1578.0
1473411996,APPL,34.0,1522.0
1473411996,APPL,34.0,1522.0
1473411996,APPL,34.0,1522.0
1473411997,APPL,34.0,1522.0
1473411997,APPL,35.0,1543.0
1473411997,APPL,35.0,1543.0
1473411998,APPL,35.0,1543.0
1473411998,APPL,35.0,1543.0
1473411998,APPL,36.0,1668.0
1473411998,APPL,36.0,1668.0
1473411999,APPL,36.0,1668.0
1473411999,APPL,36.0,1668.0
1473411999,APPL,37.0,1517.0
1473411999,APPL,37.0,1517.0
1473411999,APPL,37.0,1517.0
1473412000,APPL,37.0,1517.0
1473412000,APPL,38.0,1573.0
1473412000,APPL,38.0,1573.0
1473412000,APPL,38.0,1573.0
1473412000,APPL,38.0,1573.0
1473412001,APPL,39.0,1638.0
1473412001,APPL,39.0,1638.0
1473412002,APPL,39.0,1638.0
1473412002,APPL,39.0,1638.0
1473412002,APPL,40.0,1687.0
1473412002,APPL,40.0,1687.0
1473412002,APPL,40.0,1687.0
1473412002,APPL,40.0,1687.0
1473412003,APPL,41.0,1662.0
1473412003,APPL,41.0,1662.0
1473412003,APPL,41.0,1662.0
1473412004,APPL,41.0,1662.0
1473412004,APPL,42.0,1593.0
1473412005,APPL,42.0,1593.0
1473412005,APPL,42.0,1593.0
1473412005,APPL,42.0,1593.0
1473412005,APPL,43.0,1650.0
1473412005,APPL,43.0,1650.0
1473412006,APPL,43.0,1650.0
1473412006,APPL,43.0,1650.0
1473412006,APPL,44.0,1683.0
1473412006,APPL,44.0,1683.0
1473412006,APPL,44.0,1683.0
1473412006,APPL,44.0,1683.0
1473412007,APPL,45.0,1612.0
1473412007,APPL,45.0,1612.0
1473412007,APPL,45.0,1612.0
1473412008,APPL,45.0,1612.0
1473412008,APPL,46.0,1698.0
1473412008,APPL,46.0,1698.0
1473412008,APPL,46.0,1698.0
1473412008,APPL,46.0,1698.0
1473412009,APPL,47.0,1553.0
1473412009,APPL,47.0,1553.0
1473412009,APPL,47.0,1553.0
1473412010,APPL,47.0,1553.0
1473412010,APPL,48.0,1674.0
1473412010,APPL,48.0,1674.0
1473412010,APPL,48.0,1674.0
1473412010,APPL,48.0,1674.0
1473412011,APPL,49.0,1677.0
1473412011,APPL,49.0,1677.0
1473412012,APPL,49.0,1677.0
1473412012,APPL,49.0,1677.0
1473412012,APPL,50.0,1635.0
1473412012,APPL,50.0,1635.0
1473412012,APPL,50.0,1635.0
1473412012,APPL,50.0,1635.0
1473412013,APPL,51.0,1531.0
1473412013,APPL,51.0,1531.0
1473412013,APPL,51.0,1531.0
1473412014,APPL,51.0,1531.0
1473412014,APPL,52.0,1621.0
1473412014,APPL,52.0,1621.0
1473412014,APPL,52.0,1621.0
1473412015,APPL,52.0,1621.0
1473412015,APPL,53.0,1614.0
1473412015,APPL,53.0,1614.0
1473412015,APPL,53.0,1614.0
1473412016,APPL,53.0,1614.0
1473412016,APPL,54.0,1540.0
1473412016,APPL,54.0,1540.0
1473412016,APPL,54.0,1540.0
1473412017,APPL,54.0,1540.0
1473412017,APPL,55.0,1545.0
1473412017,APPL,55.0,1545.0
1473412017,APPL,55.0,1545.0
1473412018,APPL,55.0,1545.0
1473412018,APPL,56.0,1549.0
1473412018,APPL,56.0,1549.0
1473412018,APPL,56.0,1549.0
1473412019,APPL,56.0,1549.0
1473412019,APPL,57.0,1540.0
1473412019,APPL,57.0,1540.0
1473412019,APPL,57.0,1540.0
1473412020,APPL,57.0,1540.0
1473412020,APPL,58.0,1500.0
1473412021,APPL,58.0,1500.0
1473412021,APPL,58.0,1500.0
1473412021,APPL,58.0,1500.0
1473412021,APPL,59.0,1579.0
1473412021,APPL,59.0,1579.0
1473412021,APPL,59.0,1579.0
1473412021,APPL,59.0,1579.0
1473412022,APPL,60.0,1549.0
1473412023,APPL,60.0,1549.0
1473412023,APPL,60.0,1549.0
1473412023,APPL,60.0,1549.0
1473412023,APPL,61.0,1612.0
1473412023,APPL,61.0,1612.0
1473412023,APPL,61.0,1612.0
1473412024,APPL,61.0,1612.0
1473412024,APPL,62.0,1516.0
1473412024,APPL,62.0,1516.0
1473412025,APPL,62.0,1516.0
1473412025,APPL,62.0,1516.0
1473412025,APPL,63.0,1553.0
1473412025,APPL,63.0,1553.0
1473412025,APPL,63.0,1553.0
1473412025,APPL,63.0,1553.0
1473412026,APPL,64.0,1684.0
1473412026,APPL,64.0,1684.0
1473412026,APPL,64.0,1684.0
1473412026,APPL,64.0,1684.0
1473412027,APPL,65.0,1586.0
1473412027,APPL,65.0,1586.0
1473412027,APPL,65.0,1586.0
1473412027,APPL,65.0,1586.0
1473412028,APPL,66.0,1577.0
1473412028,APPL,66.0,1577.0
1473412028,APPL,66.0,1577.0
1473412028,APPL,66.0,1577.0
1473412029,APPL,67.0,1651.0
1473412029,APPL,67.0,1651.0
1473412029,APPL,67.0,1651.0
1473412030,APPL,67.0,1651.0
1473412030,APPL,68.0,1510.0
1473412030,APPL,68.0,1510.0
1473412030,APPL,68.0,1510.0
1473412030,APPL,68.0,1510.0
1473412031,APPL,69.0,1506.0
1473412031,APPL,69.0,1506.0
1473412032,APPL,69.0,1506.0
1473412032,APPL,69.0,1506.0
1473412032,APPL,70.0,1672.0
1473412032,APPL,70.0,1672.0
1473412033,APPL,70.0,1672.0
1473412033,APPL,70.0,1672.0
1473412033,APPL,71.0,1658.0
1473412033,APPL,71.0,1658.0
1473412033,APPL,71.0,1658.0
1473412033,APPL,71.0,1658.0
1473412034,APPL,72.0,1682.0
1473412034,APPL,72.0,1682.0
1473412034,APPL,72.0,1682.0
1473412035,APPL,72.0,1682.0
1473412035,APPL,73.0,1665.0
1473412035,APPL,73.0,1665.0
1473412035,APPL,73.0,1665.0
1473412036,APPL,73.0,1665.0
1473412036,APPL,74.0,1560.0
1473412036,APPL,74.0,1560.0
1473412036,APPL,74.0,1560.0
1473412037,APPL,74.0,1560.0
1473412037,APPL,75.0,1657.0
1473412037,APPL,75.0,1657.0
1473412037,APPL,75.0,1657.0
1473412038,APPL,75.0,1657.0
1473412038,APPL,76.0,1595.0
1473412038,APPL,76.0,1595.0
1473412039,APPL,76.0,1595.0
1473412039,APPL,76.0,1595.0
1473412039,APPL,77.0,1525.0
1473412039,APPL,77.0,1525.0
1473412039,APPL,77.0,1525.0
1473412040,APPL,77.0,1525.0
1473412040,APPL,78.0,1533.0
1473412040,APPL,78.0,1533.0
1473412040,APPL,78.0,1533.0
1473412040,APPL,78.0,1533.0
1473412041,APPL,79.0,1590.0
1473412042,APPL,79.0,1590.0
1473412042,APPL,79.0,1590.0
1473412042,APPL,79.0,1590.0
1473412042,APPL,80.0,1541.0
1473412042,APPL,80.0,1541.0
1473412043,APPL,80.0,1541.0
1473412043,APPL,80.0,1541.0
1473412043,APPL,81.0,1539.0
1473412043,APPL,81.0,1539.0
1473412043,APPL,81.0,1539.0
1473412043,APPL,81.0,1539.0
1473412044,APPL,82.0,1672.0
1473412044,APPL,82.0,1672.0
1473412044,APPL,82.0,1672.0
1473412045,APPL,82.0,1672.0
1473412045,APPL,83.0,1675.0
1473412045,APPL,83.0,1675.0
1473412046,APPL,83.0,1675.0
1473412046,APPL,83.0,1675.0
1473412046,APPL,84.0,1520.0
1473412046,APPL,84.0,1520.0
1473412046,APPL,84.0,1520.0
1473412046,APPL,84.0,1520.0
1473412047,APPL,85.0,1608.0
1473412047,APPL,85.0,1608.0
1473412047,APPL,85.0,1608.0
1473412048,APPL,85.0,1608.0
1473412048,APPL,86.0,1535.0
1473412048,APPL,86.0,1535.0
1473412048,APPL,86.0,1535.0
1473412049,APPL,86.0,1535.0
1473412049,APPL,87.0,1604.0
1473412049,APPL,87.0,1604.0
1473412050,APPL,87.0,1604.0
1473412050,APPL,87.0,1604.0
1473412050,APPL,88.0,1622.0
1473412050,APPL,88.0,1622.0
1473412051,APPL,88.0,1622.0
1473412051,APPL,88.0,1622.0
1473412051,APPL,89.0,1613.0
1473412051,APPL,89.0,1613.0
1473412052,APPL,89.0,1613.0
1473412052,APPL,89.0,1613.0
1473412052,APPL,90.0,1698.0
1473412052,APPL,90.0,1698.0
1473412052,APPL,90.0,1698.0
1473412053,APPL,90.0,1698.0
1473412053,APPL,91.0,1665.0
1473412053,APPL,91.0,1665.0
1473412054,APPL,91.0,1665.0
1473412054,APPL,91.0,1665.0
1473412054,APPL,92.0,1537.0
1473412054,APPL,92.0,1537.0
1473412054,APPL,92.0,1537.0
1473412055,APPL,92.0,1537.0
1473412055,APPL,93.0,1647.0
1473412055,APPL,93.0,1647.0
1473412055,APPL,93.0,1647.0
1473412056,APPL,93.0,1647.0
1473412056,APPL,94.0,1566.0
1473412056,APPL,94.0,1566.0
1473412057,APPL,94.0,1566.0
1473412057,APPL,94.0,1566.0
1473412057,APPL,95.0,1571.0
1473412057,APPL,95.0,1571.0
1473412058,APPL,95.0,1571.0
1473412058,APPL,96.0,1513.0
1473412058,APPL,96.0,1513.0
1473412059,APPL,96.0,1513.0
1473412059,APPL,96.0,1513.0
1473412059,APPL,97.0,1508.0
1473412059,APPL,97.0,1508.0
1473412059,APPL,97.0,1508.0
1473412059,APPL,97.0,1508.0
1473412060,APPL,98.0,1627.0
1473412060,APPL,98.0,1627.0
1473412060,APPL,98.0,1627.0
1473412060,APPL,98.0,1627.0
1473412061,APPL,99.0,1673.0
1473412061,APPL,99.0,1673.0
1473412062,APPL,99.0,1673.0
1473412062,APPL,99.0,1673.0
1473412062,APPL,100.0,1662.0
1473412062,APPL,100.0,1662.0
1473412062,APPL,100.0,1662.0
1473412063,APPL,100.0,1662.0
1473412063,APPL,101.0,1571.0
1473412064,APPL,101.0,1571.0
1473412064,APPL,101.0,1571.0
1473412064,APPL,101.0,1571.0
1473412064,APPL,102.0,1605.0
1473412064,APPL,102.0,1605.0
1473412064,APPL,102.0,1605.0
1473412065,APPL,102.0,1605.0
1473412065,APPL,103.0,1548.0
1473412065,APPL,103.0,1548.0
1473412066,APPL,103.0,1548.0
1473412066,APPL,103.0,1548.0
1473412066,APPL,104.0,1541.0
1473412067,APPL,104.0,1541.0
1473412067,APPL,104.0,1541.0
1473412067,APPL,104.0,1541.0
1473412067,APPL,105.0,1591.0
1473412067,APPL,105.0,1591.0
1473412068,APPL,105.0,1591.0
1473412068,APPL,105.0,1591.0
1473412068,APPL,106.0,1689.0
1473412068,APPL,106.0,1689.0
1473412068,APPL,106.0,1689.0
1473412068,APPL,106.0,1689.0
1473412069,APPL,107.0,1559.0
1473412069,APPL,107.0,1559.0
1473412069,APPL,107.0,1559.0
1473412070,APPL,107.0,1559.0
1473412070,APPL,108.0,1562.0
1473412070,APPL,108.0,1562.0
1473412071,APPL,108.0,1562.0
1473412071,APPL,108.0,1562.0
1473412071,APPL,109.0,1547.0
1473412071,APPL,109.0,1547.0
1473412071,APPL,109.0,1547.0
1473412072,APPL,109.0,1547.0
1473412072,APPL,110.0,1533.0
1473412072,APPL,110.0,1533.0
1473412072,APPL,110.0,1533.0
1473412073,APPL,110.0,1533.0
1473412073,APPL,111.0,1575.0
1473412073,APPL,111.0,1575.0
1473412074,APPL,111.0,1575.0
1473412074,APPL,111.0,1575.0
1473412074,APPL,112.0,1602.0
1473412074,APPL,112.0,1602.0
1473412075,APPL,112.0,1602.0
1473412075,APPL,112.0,1602.0
1473412075,APPL,113.0,1578.0
1473412075,APPL,113.0,1578.0
1473412076,APPL,113.0,1578.0
1473412076,APPL,113.0,1578.0
1473412076,APPL,114.0,1545.0
1473412076,APPL,114.0,1545.0
1473412076,APPL,114.0,1545.0
1473412077,APPL,114.0,1545.0
1473412077,APPL,115.0,1584.0
1473412077,APPL,115.0,1584.0
1473412077,APPL,115.0,1584.0
1473412077,APPL,115.0,1584.0
1473412078,APPL,116.0,1687.0
1473412078,APPL,116.0,1687.0
1473412078,APPL,116.0,1687.0
1473412079,APPL,116.0,1687.0
1473412079,APPL,117.0,1560.0
1473412079,APPL,117.0,1560.0
1473412080,APPL,117.0,1560.0
1473412080,APPL,117.0,1560.0
1473412080,APPL,118.0,1578.0
1473412080,APPL,118.0,1578.0
1473412080,APPL,118.0,1578.0
1473412080,APPL,118.0,1578.0
1473412081,APPL,119.0,1529.0
1473412081,APPL,119.0,1529.0
1473412081,APPL,119.0,1529.0
1473412082,APPL,119.0,1529.0
1473412082,APPL,120.0,1574.0
1473412083,APPL,120.0,1574.0
1473412083,APPL,120.0,1574.0
1473412083,APPL,120.0,1574.0
1473412083,APPL,121.0,1527.0
1473412083,APPL,121.0,1527.0
1473412084,APPL,121.0,1527.0
1473412084,APPL,121.0,1527.0
1473412084,APPL,122.0,1543.0
1473412084,APPL,122.0,1543.0
1473412085,APPL,122.0,1543.0
1473412085,APPL,122.0,1543.0
1473412085,APPL,123.0,1670.0
1473412085,APPL,123.0,1670.0
1473412085,APPL,123.0,1670.0
1473412085,APPL,123.0,1670.0
1473412086,APPL,124.0,1672.0
1473412086,APPL,124.0,1672.0
1473412086,APPL,124.0,1672.0
1473412086,APPL,124.0,1672.0
1473412087,APPL,125.0,1652.0
1473412087,APPL,125.0,1652.0
1473412087,APPL,125.0,1652.0
1473412088,APPL,125.0,1652.0
1473412088,APPL,126.0,1502.0
1473412088,APPL,126.0,1502.0
1473412088,APPL,126.0,1502.0
1473412088,APPL,126.0,1502.0
1473412089,APPL,127.0,1602.0
1473412089,APPL,127.0,1602.0
1473412089,APPL,127.0,1602.0
1473412090,APPL,127.0,1602.0
1473412090,APPL,128.0,1690.0
1473412090,APPL,128.0,1690.0
1473412090,APPL,128.0,1690.0
1473412091,APPL,128.0,1690.0
1473412091,APPL,129.0,1601.0
1473412091,APPL,129.0,1601.0
1473412091,APPL,129.0,1601.0
1473412092,APPL,129.0,1601.0
1473412092,APPL,130.0,1516.0
1473412093,APPL,130.0,1516.0
1473412093,APPL,130.0,1516.0
1473412093,APPL,130.0,1516.0
1473412093,APPL,131.0,1614.0
1473412094,APPL,131.0,1614.0
1473412094,APPL,131.0,1614.0
1473412094,APPL,132.0,1641.0
1473412094,APPL,132.0,1641.0
1473412094,APPL,132.0,1641.0
1473412094,APPL,132.0,1641.0
1473412095,APPL,133.0,1618.0
1473412095,APPL,133.0,1618.0
1473412095,APPL,133.0,1618.0
1473412096,APPL,133.0,1618.0
1473412096,APPL,134.0,1530.0
1473412096,APPL,134.0,1530.0
1473412096,APPL,134.0,1530.0
1473412097,APPL,134.0,1530.0
1473412097,APPL,135.0,1690.0
1473412097,APPL,135.0,1690.0
1473412098,APPL,135.0,1690.0
1473412098,APPL,135.0,1690.0
1473412098,APPL,136.0,1619.0
1473412099,APPL,136.0,1619.0
1473412099,APPL,136.0,1619.0
1473412099,APPL,137.0,1657.0
1473412099,APPL,137.0,1657.0
1473412099,APPL,137.0,1657.0
1473412099,APPL,137.0,1657.0
1473412100,APPL,138.0,1680.0
1473412100,APPL,138.0,1680.0
1473412100,APPL,138.0,1680.0
1473412101,APPL,138.0,1680.0
1473412101,APPL,139.0,1637.0
1473412102,APPL,139.0,1637.0
1473412102,APPL,139.0,1637.0
1473412102,APPL,139.0,1637.0
1473412102,APPL,140.0,1510.0
1473412102,APPL,140.0,1510.0
1473412102,APPL,140.0,1510.0
1473412102,APPL,140.0,1510.0
1473412103,APPL,141.0,1650.0
1473412103,APPL,141.0,1650.0
1473412104,APPL,141.0,1650.0
1473412104,APPL,141.0,1650.0
1473412104,APPL,142.0,1592.0
1473412104,APPL,142.0,1592.0
1473412104,APPL,142.0,1592.0
1473412105,APPL,142.0,1592.0
1473412105,APPL,143.0,1543.0
1473412105,APPL,143.0,1543.0
1473412105,APPL,143.0,1543.0
1473412106,APPL,143.0,1543.0
1473412106,APPL,144.0,1662.0
1473412106,APPL,144.0,1662.0
1473412106,APPL,144.0,1662.0
1473412107,APPL,144.0,1662.0
1473412107,APPL,145.0,1571.0
1473412107,APPL,145.0,1571.0
1473412108,APPL,145.0,1571.0
1473412108,APPL,145.0,1571.0
1473412108,APPL,146.0,1625.0
1473412109,APPL,146.0,1625.0
1473412109,APPL,146.0,1625.0
1473412109,APPL,146.0,1625.0
1473412109,APPL,147.0,1544.0
1473412109,APPL,147.0,1544.0
1473412109,APPL,147.0,1544.0
1473412109,APPL,147.0,1544.0
1473412110,APPL,148.0,1612.0
1473412110,APPL,148.0,1612.0
1473412110,APPL,148.0,1612.0
1473412111,APPL,148.0,1612.0
1473412111,APPL,149.0,1602.0
1473412111,APPL,149.0,1602.0
1473412111,APPL,149.0,1602.0
1473412111,APPL,149.0,1602.0
1473412112,APPL,150.0,1588.0
1473412112,APPL,150.0,1588.0
1473412112,APPL,150.0,1588.0
1473412113,APPL,150.0,1588.0
1473412113,APPL,151.0,1593.0
1473412114,APPL,151.0,1593.0
1473412114,APPL,151.0,1593.0
1473412114,APPL,151.0,1593.0
1473412114,APPL,152.0,1606.0
1473412114,APPL,152.0,1606.0
1473412114,APPL,152.0,1606.0
1473412115,APPL,152.0,1606.0
1473412115,APPL,153.0,1677.0
1473412115,APPL,153.0,1677.0
1473412115,APPL,153.0,1677.0
1473412116,APPL,153.0,1677.0
1473412116,APPL,154.0,1526.0
1473412116,APPL,154.0,1526.0
1473412117,APPL,154.0,1526.0
1473412117,APPL,154.0,1526.0
1473412117,APPL,155.0,1669.0
1473412117,APPL,155.0,1669.0
1473412117,APPL,155.0,1669.0
1473412117,APPL,155.0,1669.0
1473412118,APPL,156.0,1590.0
1473412118,APPL,156.0,1590.0
1473412119,APPL,156.0,1590.0
1473412119,APPL,156.0,1590.0
1473412119,APPL,157.0,1667.0
1473412119,APPL,157.0,1667.0
1473412119,APPL,157.0,1667.0
1473412120,APPL,157.0,1667.0
1473412120,APPL,158.0,1648.0
1473412120,APPL,158.0,1648.0
1473412120,APPL,158.0,1648.0
1473412120,APPL,158.0,1648.0
1473412121,APPL,159.0,1577.0
1473412121,APPL,159.0,1577.0
1473412122,APPL,159.0,1577.0
1473412122,APPL,159.0,1577.0
1473412122,APPL,160.0,1568.0
1473412122,APPL,160.0,1568.0
1473412122,APPL,160.0,1568.0
1473412123,APPL,160.0,1568.0
1473412123,APPL,161.0,1504.0
1473412123,APPL,161.0,1504.0
1473412123,APPL,161.0,1504.0
1473412124,APPL,161.0,1504.0
1473412124,APPL,162.0,1518.0
1473412124,APPL,162.0,1518.0
1473412124,APPL,162.0,1518.0
1473412125,APPL,162.0,1518.0
1473412125,APPL,163.0,1520.0
1473412125,APPL,163.0,1520.0
1473412125,APPL,163.0,1520.0
1473412125,APPL,163.0,1520.0
1473412126,APPL,164.0,1594.0
1473412126,APPL,164.0,1594.0
1473412127,APPL,164.0,1594.0
1473412127,APPL,164.0,1594.0
1473412127,APPL,165.0,1515.0
1473412127,APPL,165.0,1515.0
1473412127,APPL,165.0,1515.0
1473412128,APPL,165.0,1515.0
1473412128,APPL,166.0,1560.0
1473412128,APPL,166.0,1560.0
1473412128,APPL,166.0,1560.0
1473412129,APPL,166.0,1560.0
1473412129,APPL,167.0,1654.0
1473412129,APPL,167.0,1654.0
1473412129,APPL,167.0,1654.0
1473412129,APPL,167.0,1654.0
1473412130,APPL,168.0,1554.0
1473412130,APPL,168.0,1554.0
1473412130,APPL,168.0,1554.0
1473412130,APPL,168.0,1554.0
1473412131,APPL,169.0,1588.0
1473412131,APPL,169.0,1588.0
1473412131,APPL,169.0,1588.0
1473412132,APPL,169.0,1588.0
1473412132,APPL,170.0,1621.0
1473412132,APPL,170.0,1621.0
1473412132,APPL,170.0,1621.0
1473412133,APPL,170.0,1621.0
1473412133,APPL,171.0,1664.0
1473412133,APPL,171.0,1664.0
1473412133,APPL,171.0,1664.0
1473412133,APPL,171.0,1664.0
1473412134,APPL,172.0,1690.0
1473412134,APPL,172.0,1690.0
1473412134,APPL,172.0,1690.0
1473412135,APPL,172.0,1690.0
1473412135,APPL,173.0,1593.0
1473412135,APPL,173.0,1593.0
1473412135,APPL,173.0,1593.0
1473412135,APPL,173.0,1593.0
1473412136,APPL,174.0,1576.0
1473412136,APPL,174.0,1576.0
1473412137,APPL,174.0,1576.0
1473412137,APPL,174.0,1576.0
1473412137,APPL,175.0,1692.0
1473412137,APPL,175.0,1692.0
1473412137,APPL,175.0,1692.0
1473412138,APPL,175.0,1692.0
1473412138,APPL,176.0,1655.0
1473412138,APPL,176.0,1655.0
1473412139,APPL,176.0,1655.0
1473412139,APPL,176.0,1655.0
1473412139,APPL,177.0,1620.0
1473412139,APPL,177.0,1620.0
1473412140,APPL,177.0,1620.0
1473412140,APPL,177.0,1620.0
1473412140,APPL,178.0,1512.0
1473412140,APPL,178.0,1512.0
1473412140,APPL,178.0,1512.0
1473412140,APPL,178.0,1512.0
1473412141,APPL,179.0,1620.0
1473412141,APPL,179.0,1620.0
1473412141,APPL,179.0,1620.0
1473412141,APPL,179.0,1620.0
1473412142,APPL,180.0,1697.0
1473412142,APPL,180.0,1697.0
1473412142,APPL,180.0,1697.0
1473412142,APPL,180.0,1697.0
1473412143,APPL,181.0,1594.0
1473412143,APPL,181.0,1594.0
1473412143,APPL,181.0,1594.0
1473412144,APPL,181.0,1594.0
1473412144,APPL,182.0,1646.0
1473412144,APPL,182.0,1646.0
1473412144,APPL,182.0,1646.0
1473412144,APPL,182.0,1646.0
1473412145,APPL,183.0,1574.0
1473412145,APPL,183.0,1574.0
1473412145,APPL,183.0,1574.0
1473412145,APPL,183.0,1574.0
1473412146,APPL,184.0,1506.0
1473412146,APPL,184.0,1506.0
1473412146,APPL,184.0,1506.0
1473412146,APPL,184.0,1506.0
1473412147,APPL,185.0,1518.0
1473412147,APPL,185.0,1518.0
1473412147,APPL,185.0,1518.0
1473412147,APPL,185.0,1518.0
1473412148,APPL,186.0,1640.0
1473412148,APPL,186.0,1640.0
1473412149,APPL,186.0,1640.0
1473412149,APPL,186.0,1640.0
1473412149,APPL,187.0,1688.0
1473412149,APPL,187.0,1688.0
1473412149,APPL,187.0,1688.0
1473412150,APPL,187.0,1688.0
1473412150,APPL,188.0,1569.0
1473412150,APPL,188.0,1569.0
1473412150,APPL,188.0,1569.0
1473412151,APPL,188.0,1569.0
1473412151,APPL,189.0,1518.0
1473412151,APPL,189.0,1518.0
1473412151,APPL,189.0,1518.0
1473412152,APPL,189.0,1518.0
1473412152,APPL,190.0,1674.0
1473412152,APPL,190.0,1674.0
1473412152,APPL,190.0,1674.0
1473412153,APPL,190.0,1674.0
1473412153,APPL,191.0,1579.0
1473412154,APPL,191.0,1579.0
1473412154,APPL,191.0,1579.0
1473412154,APPL,191.0,1579.0
1473412154,APPL,192.0,1568.0
1473412154,APPL,192.0,1568.0
1473412154,APPL,192.0,1568.0
1473412155,APPL,192.0,1568.0
1473412155,APPL,193.0,1644.0
1473412155,APPL,193.0,1644.0
1473412156,APPL,193.0,1644.0
1473412156,APPL,193.0,1644.0
1473412156,APPL,194.0,1564.0
1473412156,APPL,194.0,1564.0
1473412157,APPL,194.0,1564.0
